,GBS-CODE,Gruppe,Geschlecht,Geburtsjahr,Geburtsland,Nationalitaet,Familienstand,Hoechster Bildungsabschluss,Berufliche Ausbildung,Erwerbstaetigkeit,Berufsgruppe,Personen im Haushalt,Nettoeinkommen Selbst,Nettoeinkommen Haushalt,Zurueckhaltend,leicht Vertrauen,Faulheit,Entspannt,wenig kuenstlerisches Interesse,Gesellig,Andere kritisieren,Gruendlich,Nervoes,Phantasievoll,Schlechter Schlaf,Leben genießen,Zu Nichts aufraffen,Alles anstrengend,Wahlteilnahme,Wahlabsicht,Desinteresse Politiker,Zufriedenheit Leben,Aktiv,Verärgert,Wach,Nervös,Ängstlich
471,GBS-05132,,männlich,1978-11-17,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Fachhochschulreife (Abschluss einer Fachoberschule),Bachelor an (Fach-)Hochschule abgeschlossen,1.0,Angestellte(r),"mehrere Personen, und zwar:",2 500 	 bis unter 	2 750 Euro,3 750	 bis unter 	4 000 Euro,trifft eher nicht zu (2),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft eher nicht zu (2),trifft voll und ganz zu (5),eher zutreffend (4),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),3.0,3.0,3.0,2.0,,5.0,,3.0,3.0,3.0,4.0,4.0,4.0
472,GBS-05132,,männlich,,,,,Fachhochschulreife (Abschluss einer Fachoberschule),,,,,2 500 	 bis unter 	2 750 Euro,,trifft eher nicht zu (2),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft eher nicht zu (2),trifft voll und ganz zu (5),eher zutreffend (4),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),3.0,3.0,3.0,2.0,True,,,3.0,3.0,3.0,4.0,3.0,4.0
473,GBS-13246,NEGATIV,weiblich,1967-04-23,Deutschland,1.0,Ledig,Fachhochschulreife (Abschluss einer Fachoberschule),Bachelor an (Fach-)Hochschule abgeschlossen,1.0,Angestellte(r),eine Person,2 500 	 bis unter 	2 750 Euro,2 500 	 bis unter 	2 750 Euro,weder noch (3),eher zutreffend (4),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),trifft voll und ganz zu (5),weder noch (3),eher zutreffend (4),eher zutreffend (4),trifft voll und ganz zu (5),2.0,2.0,3.0,2.0,,5.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0
474,GBS-13246,NEGATIV,weiblich,,,,,Fachhochschulreife (Abschluss einer Fachoberschule),,,,,2 500 	 bis unter 	2 750 Euro,,weder noch (3),eher zutreffend (4),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),trifft voll und ganz zu (5),weder noch (3),eher zutreffend (4),eher zutreffend (4),trifft voll und ganz zu (5),2.0,2.0,2.0,3.0,True,,,2.0,2.0,4.0,4.0,4.0,4.0
475,GBS-22533,,weiblich,1983-07-24,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)","Ausbildung an einer Fach-, Meister-, Technikerschule, Berufs- oder Fachakademie abgeschlossen",1.0,Angestellte(r),"mehrere Personen, und zwar:",2 750	 bis unter 	3 000 Euro,5000	 bis unter	5 500 Euro,weder noch (3),eher zutreffend (4),eher zutreffend (4),weder noch (3),trifft eher nicht zu (2),weder noch (3),trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),eher zutreffend (4),3.0,3.0,3.0,2.0,,5.0,,3.0,3.0,3.0,3.0,3.0,3.0
476,GBS-22533,,weiblich,,,,,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",,,,,2 750	 bis unter 	3 000 Euro,,weder noch (3),eher zutreffend (4),eher zutreffend (4),weder noch (3),trifft eher nicht zu (2),weder noch (3),trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),eher zutreffend (4),4.0,3.0,3.0,2.0,True,,,3.0,3.0,3.0,4.0,4.0,4.0
477,GBS-22013,,männlich,1972-09-06,"sonstige, und zwar:",1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hauptschulabschluss/Volksschulabschluss,"Fachhochschulabschluss (z. B. Diplom, Master)",1.0,Angestellte(r),"mehrere Personen, und zwar:",2 750	 bis unter 	3 000 Euro,5 500	 bis unter	6 000 Euro,trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),eher zutreffend (4),3.0,3.0,3.0,2.0,,,,4.0,3.0,3.0,2.0,3.0,4.0
478,GBS-34633,,männlich,1989-10-11,"sonstige, und zwar:",1.0,Ledig,Hochschulabschluss,Bachelor an (Fach-)Hochschule abgeschlossen,2.0,Angestellte(r),"mehrere Personen, und zwar:",801	 bis unter 	1 000 Euro,1 750 	 bis unter	2 000 Euro,trifft eher nicht zu (2),weder noch (3),eher zutreffend (4),eher zutreffend (4),weder noch (3),eher zutreffend (4),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),trifft voll und ganz zu (5),4.0,3.0,3.0,2.0,False,,,3.0,3.0,4.0,4.0,4.0,4.0
479,GBS-04558,POSITIV,männlich,1978-06-14,"sonstige, und zwar:",2.0,Ledig,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)","Noch in beruflicher Ausbildung (Berufsvorbereitungsjahr, Auszubildende/r, Praktikant/-in, Student/-in)",1.0,"Selbstständige (im Handel, im Gastgewerbe, im Handwerk, in der Industrie, der Dienstleistung, auch Ich-AG oder Produktionsgenossenschaft des Handwerks (PGH)-Mitglied)",eine Person,2 750	 bis unter 	3 000 Euro,2 750	 bis unter 	3 000 Euro,trifft voll und ganz zu (5),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),trifft ueberhaupt nicht zu (1),trifft eher nicht zu (2),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),weder noch (3),4.0,2.0,2.0,3.0,,5.0,,2.0,2.0,4.0,4.0,3.0,4.0
480,GBS-04558,POSITIV,männlich,,,,,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",,,,,2 750	 bis unter 	3 000 Euro,,trifft voll und ganz zu (5),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),trifft ueberhaupt nicht zu (1),trifft eher nicht zu (2),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),weder noch (3),4.0,3.0,4.0,3.0,True,,,2.0,4.0,3.0,4.0,3.0,4.0
481,GBS-20583,NEGATIV,weiblich,1956-06-26,Deutschland,1.0,Geschieden,Hochschulabschluss,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",1.0,Angestellte(r),eine Person,3 750	 bis unter 	4 000 Euro,4 000	 bis unter	4 500 Euro,eher zutreffend (4),eher zutreffend (4),weder noch (3),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),3.0,3.0,4.0,2.0,,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0
482,GBS-20583,NEGATIV,weiblich,,,,,Hochschulabschluss,,,,,3 750	 bis unter 	4 000 Euro,,eher zutreffend (4),eher zutreffend (4),weder noch (3),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),3.0,3.0,3.0,2.0,True,,,3.0,3.0,3.0,4.0,3.0,4.0
483,GBS-21685,,männlich,1965-11-10,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hochschulabschluss,Promotion,1.0,"Beamter/Beamtin, Richter/-in, Berufssoldat/-in","mehrere Personen, und zwar:",5000	 bis unter	5 500 Euro,7 500 	 bis unter 	10 000 Euro,trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),trifft voll und ganz zu (5),2.0,2.0,2.0,3.0,,5.0,,2.0,2.0,3.0,2.0,2.0,4.0
484,GBS-21685,,männlich,,,,,Hochschulabschluss,,,,,5000	 bis unter	5 500 Euro,,trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),trifft voll und ganz zu (5),2.0,3.0,2.0,3.0,True,,,1.0,2.0,3.0,2.0,3.0,3.0
485,GBS-31222,,weiblich,1993-03-23,"sonstige, und zwar:",1.0,Ledig,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)","Beruflich-schulische Ausbildung (Berufsfachschule, Handelsschule, Vorbereitungsdienst für den mittleren Dienst in der öffentlichen Verwaltung) abgeschlossen",1.0,Angestellte(r),"mehrere Personen, und zwar:",1 500	 bis unter	1 750 Euro,2 000	 bis unter	2 250 Euro,trifft eher nicht zu (2),trifft voll und ganz zu (5),eher zutreffend (4),trifft eher nicht zu (2),trifft voll und ganz zu (5),eher zutreffend (4),eher zutreffend (4),trifft voll und ganz zu (5),trifft eher nicht zu (2),eher zutreffend (4),4.0,3.0,2.0,3.0,True,,,3.0,2.0,4.0,4.0,4.0,4.0
486,GBS-30699,NEGATIV,weiblich,1983-11-27,Deutschland,1.0,Ledig,Hochschulabschluss,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",1.0,"Beamter/Beamtin, Richter/-in, Berufssoldat/-in",eine Person,3 000	 bis unter 	3 250 Euro,3 000	 bis unter 	3 250 Euro,trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),trifft voll und ganz zu (5),4.0,3.0,3.0,2.0,,5.0,5.0,2.0,3.0,3.0,4.0,4.0,4.0
487,GBS-30699,NEGATIV,weiblich,,,,,Hochschulabschluss,,,,,3 000	 bis unter 	3 250 Euro,,trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),trifft voll und ganz zu (5),4.0,4.0,4.0,2.0,True,,,4.0,4.0,3.0,4.0,4.0,4.0
488,GBS-30221,,weiblich,1997-06-29,Deutschland,1.0,Ledig,Fachhochschulreife (Abschluss einer Fachoberschule),"Noch in beruflicher Ausbildung (Berufsvorbereitungsjahr, Auszubildende/r, Praktikant/-in, Student/-in)",-1.0,Ausbildung,"mehrere Personen, und zwar:",401 	 bis unter 500 Euro,Angabe verweigert,eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),trifft voll und ganz zu (5),weder noch (3),eher zutreffend (4),3.0,3.0,3.0,2.0,True,,,3.0,3.0,3.0,3.0,3.0,4.0
489,GBS-27890,,männlich,1961-01-20,Deutschland,1.0,Ledig,Hochschulabschluss,"Fachhochschulabschluss (z. B. Diplom, Master)",1.0,Angestellte(r),"mehrere Personen, und zwar:",3 750	 bis unter 	4 000 Euro,Angabe verweigert,trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),eher zutreffend (4),weder noch (3),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),3.0,3.0,2.0,3.0,True,,,2.0,2.0,3.0,3.0,4.0,4.0
490,GBS-20053,,männlich,1946-06-26,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hochschulabschluss,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",2.0,keine passende Angabe,"mehrere Personen, und zwar:",1 500	 bis unter	1 750 Euro,3 750	 bis unter 	4 000 Euro,eher zutreffend (4),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),3.0,3.0,3.0,2.0,True,,,3.0,3.0,3.0,4.0,3.0,4.0
491,GBS-28315,POSITIV,weiblich,1983-09-28,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hochschulabschluss,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",1.0,keine passende Angabe,"mehrere Personen, und zwar:",500 	 bis unter	800 Euro,1 250 	 bis unter 	1 500 Euro,eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),trifft ueberhaupt nicht zu (1),weder noch (3),weder noch (3),trifft voll und ganz zu (5),trifft voll und ganz zu (5),trifft voll und ganz zu (5),2.0,3.0,3.0,2.0,,5.0,,3.0,3.0,2.0,3.0,3.0,3.0
492,GBS-28315,POSITIV,weiblich,,,,,Hochschulabschluss,,,,,500 	 bis unter	800 Euro,,eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),trifft ueberhaupt nicht zu (1),weder noch (3),weder noch (3),trifft voll und ganz zu (5),trifft voll und ganz zu (5),trifft voll und ganz zu (5),2.0,2.0,3.0,2.0,True,,,2.0,3.0,3.0,4.0,2.0,4.0
493,GBS-19598,NEGATIV,männlich,1965-05-02,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hochschulabschluss,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",1.0,"Beamter/Beamtin, Richter/-in, Berufssoldat/-in","mehrere Personen, und zwar:",4 500	 bis unter	5 000 Euro,6 000	 bis unter 	7 500 Euro,trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),4.0,3.0,3.0,2.0,,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
494,GBS-19598,NEGATIV,männlich,,,,,Hochschulabschluss,,,,,4 500	 bis unter	5 000 Euro,,trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),4.0,3.0,3.0,2.0,True,,,3.0,3.0,4.0,4.0,4.0,4.0
495,GBS-28261,NEGATIV,weiblich,1991-10-14,Deutschland,1.0,Ledig,Fachhochschulreife (Abschluss einer Fachoberschule),Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen,1.0,Angestellte(r),eine Person,2 000	 bis unter	2 250 Euro,Angabe verweigert,trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),trifft voll und ganz zu (5),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft eher nicht zu (2),3.0,2.0,3.0,2.0,,5.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0
496,GBS-28261,NEGATIV,weiblich,,,,,Fachhochschulreife (Abschluss einer Fachoberschule),,,,,2 000	 bis unter	2 250 Euro,,trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),trifft voll und ganz zu (5),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft eher nicht zu (2),4.0,3.0,3.0,2.0,True,,,3.0,3.0,2.0,2.0,4.0,4.0
497,GBS-29048,,männlich,1985-12-23,Deutschland,1.0,Ledig,Realschulabschluss (Mittlere Reife),"Ausbildung an einer Fach-, Meister-, Technikerschule, Berufs- oder Fachakademie abgeschlossen",1.0,Angestellte(r),eine Person,1 750 	 bis unter	2 000 Euro,1 750 	 bis unter	2 000 Euro,weder noch (3),eher zutreffend (4),weder noch (3),trifft eher nicht zu (2),trifft eher nicht zu (2),weder noch (3),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),trifft voll und ganz zu (5),3.0,1.0,2.0,4.0,True,,,4.0,2.0,2.0,4.0,2.0,3.0
498,GBS-20595,POSITIV,männlich,1968-04-28,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hauptschulabschluss/Volksschulabschluss,Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen,1.0,Arbeiter/-in,[NA] Keine Angabe,1 750 	 bis unter	2 000 Euro,1 750 	 bis unter	2 000 Euro,trifft voll und ganz zu (5),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),2.0,2.0,3.0,3.0,,5.0,,3.0,3.0,2.0,3.0,3.0,3.0
499,GBS-20595,POSITIV,männlich,,,,,Hauptschulabschluss/Volksschulabschluss,,,,,1 750 	 bis unter	2 000 Euro,,trifft voll und ganz zu (5),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),3.0,3.0,3.0,2.0,True,,,3.0,3.0,3.0,4.0,4.0,3.0
500,GBS-22476,,männlich,1967-09-10,Deutschland,1.0,Ledig,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen,-1.0,Angestellte(r),eine Person,500 	 bis unter	800 Euro,500 	 bis unter	800 Euro,eher zutreffend (4),weder noch (3),weder noch (3),eher zutreffend (4),weder noch (3),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),weder noch (3),eher zutreffend (4),4.0,3.0,3.0,2.0,True,,,3.0,3.0,4.0,3.0,4.0,4.0
501,GBS-20967,POSITIV,männlich,1990-08-23,Deutschland,1.0,Ledig,Hochschulabschluss,Bachelor an (Fach-)Hochschule abgeschlossen,3.0,keine passende Angabe,eine Person,unter 150 Euro,unter 150 Euro,trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft voll und ganz zu (5),eher zutreffend (4),weder noch (3),trifft ueberhaupt nicht zu (1),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),weder noch (3),eher zutreffend (4),1.0,3.0,1.0,4.0,,5.0,,1.0,1.0,2.0,1.0,3.0,2.0
502,GBS-20967,POSITIV,männlich,,,,,Hochschulabschluss,,,,,unter 150 Euro,,trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft voll und ganz zu (5),eher zutreffend (4),weder noch (3),trifft ueberhaupt nicht zu (1),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),weder noch (3),eher zutreffend (4),2.0,1.0,1.0,4.0,True,,,1.0,1.0,3.0,2.0,3.0,3.0
503,GBS-27281,POSITIV,männlich,1948-11-15,Deutschland,1.0,Geschieden,Anderer Schulabschluss:,Keinen beruflichen Abschluss und bin nicht in beruflicher Ausbildung,1.0,keine passende Angabe,eine Person,Angabe verweigert,500 	 bis unter	800 Euro,trifft voll und ganz zu (5),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),weder noch (3),1.0,2.0,1.0,3.0,,5.0,,2.0,1.0,3.0,3.0,2.0,3.0
504,GBS-27281,POSITIV,männlich,,,,,Anderer Schulabschluss:,,,,,Angabe verweigert,,trifft voll und ganz zu (5),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),weder noch (3),1.0,2.0,2.0,4.0,True,,,2.0,2.0,3.0,3.0,3.0,3.0
505,GBS-34007,,männlich,1995-08-19,Deutschland,1.0,Ledig,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)","Noch in beruflicher Ausbildung (Berufsvorbereitungsjahr, Auszubildende/r, Praktikant/-in, Student/-in)",2.0,Angestellte(r),"mehrere Personen, und zwar:",801	 bis unter 	1 000 Euro,Angabe verweigert,weder noch (3),eher zutreffend (4),eher zutreffend (4),weder noch (3),trifft eher nicht zu (2),weder noch (3),weder noch (3),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),,,,,,,,,,,,,
506,GBS-16879,POSITIV,weiblich,1985-01-24,Deutschland,1.0,Ledig,Hochschulabschluss,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",2.0,Angestellte(r),"mehrere Personen, und zwar:",1 250 	 bis unter 	1 500 Euro,3 750	 bis unter 	4 000 Euro,trifft eher nicht zu (2),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),2.0,2.0,2.0,3.0,,5.0,,2.0,2.0,2.0,2.0,3.0,4.0
507,GBS-16879,POSITIV,weiblich,,,,,Hochschulabschluss,,,,,1 250 	 bis unter 	1 500 Euro,,trifft eher nicht zu (2),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),3.0,2.0,2.0,3.0,True,,,3.0,2.0,2.0,2.0,3.0,3.0
508,GBS-28375,POSITIV,männlich,1954-12-02,"sonstige, und zwar:",1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hochschulabschluss,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",1.0,"Beamter/Beamtin, Richter/-in, Berufssoldat/-in","mehrere Personen, und zwar:",1 500	 bis unter	1 750 Euro,2 000	 bis unter	2 250 Euro,eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),weder noch (3),trifft voll und ganz zu (5),weder noch (3),trifft voll und ganz zu (5),3.0,2.0,4.0,2.0,,5.0,,4.0,4.0,3.0,3.0,3.0,4.0
509,GBS-28375,POSITIV,männlich,,,,,Hochschulabschluss,,,,,1 500	 bis unter	1 750 Euro,,eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),weder noch (3),trifft voll und ganz zu (5),weder noch (3),trifft voll und ganz zu (5),3.0,3.0,3.0,2.0,True,,,4.0,3.0,3.0,3.0,3.0,4.0
510,GBS-02040,,weiblich,1969-08-10,Deutschland,1.0,Ledig,Hochschulabschluss,"Ausbildung an einer Fach-, Meister-, Technikerschule, Berufs- oder Fachakademie abgeschlossen",1.0,Angestellte(r),"mehrere Personen, und zwar:",Angabe verweigert,Angabe verweigert,trifft ueberhaupt nicht zu (1),trifft eher nicht zu (2),trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),trifft voll und ganz zu (5),trifft eher nicht zu (2),eher zutreffend (4),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),4.0,3.0,3.0,3.0,True,,,2.0,3.0,4.0,4.0,4.0,4.0
511,GBS-19800,NEGATIV,männlich,1963-11-12,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hochschulabschluss,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",1.0,Angestellte(r),"mehrere Personen, und zwar:",Angabe verweigert,7 500 	 bis unter 	10 000 Euro,eher zutreffend (4),weder noch (3),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),weder noch (3),eher zutreffend (4),weder noch (3),eher zutreffend (4),3.0,4.0,3.0,2.0,,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0
512,GBS-19800,NEGATIV,männlich,,,,,Hochschulabschluss,,,,,Angabe verweigert,,eher zutreffend (4),weder noch (3),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),weder noch (3),eher zutreffend (4),weder noch (3),eher zutreffend (4),3.0,3.0,3.0,2.0,True,,,4.0,3.0,4.0,4.0,4.0,4.0
513,GBS-30618,NEGATIV,männlich,1958-01-22,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hochschulabschluss,Promotion,1.0,Angestellte(r),"mehrere Personen, und zwar:",5 500	 bis unter	6 000 Euro,6 000	 bis unter 	7 500 Euro,trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),eher zutreffend (4),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),4.0,3.0,3.0,2.0,,5.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0
514,GBS-30618,NEGATIV,männlich,,,,,Hochschulabschluss,,,,,5 500	 bis unter	6 000 Euro,,trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),eher zutreffend (4),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),4.0,3.0,3.0,2.0,True,,,3.0,3.0,4.0,4.0,4.0,4.0
515,GBS-04665,,männlich,1967-07-20,"sonstige, und zwar:",1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Realschulabschluss (Mittlere Reife),Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen,1.0,Angestellte(r),"mehrere Personen, und zwar:",2 500 	 bis unter 	2 750 Euro,3 750	 bis unter 	4 000 Euro,eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),3.0,2.0,3.0,2.0,False,,,3.0,3.0,3.0,3.0,3.0,4.0
