,Berufliche Ausbildung,Berufsgruppe,Erwerbstaetigkeit,Familienstand,Geburtsjahr,Geburtsland,Geschlecht,Hoechster Bildungsabschluss,Nationalitaet,Nettoeinkommen Haushalt,Nettoeinkommen Selbst,Personen im Haushalt,Umfrage
2886,Beruflich-betriebliche Berufsausbildung,Missing by filter,Nicht erwerbstätig,Verheiratet,1956,Deutschland,Weiblich,Realschulabschluss,Deutschland,2300 bis unter 2600 €,Kein eigenes Einkommen,4,GESIS
2887,Fachhochschulabschluss,"Beamter/-in, Richter/-in, Berufssoldat/-in",Teilzeiterwerbstätig,Verheiratet,1976,Deutschland,Weiblich,Abitur,Deutschland,4000 bis unter 5000 €,2600 bis unter 3200 €,5 und mehr,GESIS
2888,Beruflich-betriebliche Berufsausbildung,Arbeiter/-in,Vollzeiterwerbstätig,Verheiratet,1963,Deutschland,Männlich,Hauptschulabschluss,Deutschland,Missing by filter,Item nonresponse,4,GESIS
2889,Beruflich-betriebliche Berufsausbildung,Missing by filter,Nicht erwerbstätig,Verheiratet,1947,Deutschland,Weiblich,Hauptschulabschluss,Deutschland,Item nonresponse,unter 300 €,2,GESIS
2890,Universitätsabschluss,Angestellte(r),Vollzeiterwerbstätig,Verheiratet,1981,Deutschland,Männlich,Abitur,Deutschland,6000 € und mehr,3200 bis unter 4000 €,2,GESIS
2891,Universitätsabschluss,"Beamter/-in, Richter/-in, Berufssoldat/-in",Vollzeiterwerbstätig,Verheiratet,1968,Deutschland,Männlich,Abitur,Deutschland,6000 € und mehr,4000 bis unter 5000 €,5 und mehr,GESIS
2892,"Ausbildung an Fach-, Meister-, Technikerschule,Berufs- oder Fachakademie",Missing by filter,Nicht erwerbstätig,Verheiratet,1957,Deutschland,Weiblich,Realschulabschluss,Deutschland,3200 bis unter 4000 €,1500 bis unter 1700 €,2,GESIS
2893,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Vollzeiterwerbstätig,Verheiratet,1956,Deutschland,Männlich,Realschulabschluss,Deutschland,2000 bis unter 2300 €,1100 bis unter 1300 €,2,GESIS
2894,Beruflich-betriebliche Berufsausbildung,Arbeiter/-in,Vollzeiterwerbstätig,Verheiratet,1953,Deutschland,Männlich,Realschulabschluss,Deutschland,2000 bis unter 2300 €,1100 bis unter 1300 €,2,GESIS
2895,Beruflich-betriebliche Berufsausbildung,Selbstständiger,Vollzeiterwerbstätig,Verheiratet,1955,Andere,Männlich,Realschulabschluss,Andere,1700 bis unter 2000 €,900 bis unter 1100 €,2,GESIS
2896,Fachhochschulabschluss,Missing by filter,Nicht erwerbstätig,Verheiratet,1948,Deutschland,Männlich,Abitur,Deutschland,4000 bis unter 5000 €,3200 bis unter 4000 €,2,GESIS
2897,Fachhochschulabschluss,Angestellte(r),Vollzeiterwerbstätig,Verheiratet,1978,Deutschland,Männlich,Hochschulabschluss,Deutschland,2600 bis unter 3200 €,2600 bis unter 3200 €,4,GESIS
2898,Beruflich-betriebliche Berufsausbildung,Missing by filter,Teilzeiterwerbstätig,Verheiratet,1957,Andere,Männlich,Hauptschulabschluss,Andere,Missing by filter,300 bis unter 500 €,1,GESIS
2899,"Ausbildung an Fach-, Meister-, Technikerschule,Berufs- oder Fachakademie",Angestellte(r),Vollzeiterwerbstätig,Verheiratet,1967,Andere,Männlich,Hochschulabschluss,Andere,3200 bis unter 4000 €,2600 bis unter 3200 €,4,GESIS
2900,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Vollzeiterwerbstätig,Ledig,1971,Deutschland,Weiblich,Realschulabschluss,Deutschland,1700 bis unter 2000 €,1500 bis unter 1700 €,2,GESIS
2901,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Vollzeiterwerbstätig,Verheiratet,1966,Deutschland,Männlich,Hochschulabschluss,Deutschland,6000 € und mehr,5000 € und mehr,5 und mehr,GESIS
2902,Beruflich-betriebliche Berufsausbildung,Selbstständiger,Vollzeiterwerbstätig,Geschieden,1958,Deutschland,Weiblich,Hauptschulabschluss,Deutschland,Missing by filter,2000 bis unter 2300 €,1,GESIS
2903,Noch in beruflicher Ausbildung,Angestellte(r),Vollzeiterwerbstätig,Verheiratet,1964,Deutschland,Männlich,Realschulabschluss,Deutschland,2000 bis unter 2300 €,1700 bis unter 2000 €,3,GESIS
2904,Universitätsabschluss,Missing by filter,Nicht erwerbstätig,Verheiratet,1975,Deutschland,Weiblich,Abitur,Deutschland,3200 bis unter 4000 €,Kein eigenes Einkommen,4,GESIS
2905,Fachhochschulabschluss,"Beamter/-in, Richter/-in, Berufssoldat/-in",Teilzeiterwerbstätig,Verheiratet,1956,Deutschland,Weiblich,Hochschulabschluss,Deutschland,Missing by filter,1500 bis unter 1700 €,1,GESIS
2906,"Kein beruflicher Abschluss, nicht beruflicher Ausbildung",Arbeiter/-in,Teilzeiterwerbstätig,Verheiratet,1960,Deutschland,Weiblich,Hauptschulabschluss,Deutschland,2000 bis unter 2300 €,900 bis unter 1100 €,2,GESIS
2907,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Vollzeiterwerbstätig,Geschieden,1967,Deutschland,Weiblich,Realschulabschluss,Deutschland,3200 bis unter 4000 €,1700 bis unter 2000 €,3,GESIS
2908,Beruflich-betriebliche Berufsausbildung,Missing by filter,Nicht erwerbstätig,Verheiratet,1961,Andere,Männlich,Hauptschulabschluss,Andere,Missing by filter,Item nonresponse,4,GESIS
2909,"Ausbildung an Fach-, Meister-, Technikerschule,Berufs- oder Fachakademie",Selbstständiger,Teilzeiterwerbstätig,Verheiratet,1966,Deutschland,Weiblich,Hochschulabschluss,Deutschland,4000 bis unter 5000 €,900 bis unter 1100 €,3,GESIS
2910,Beruflich-betriebliche Berufsausbildung,Arbeiter/-in,Vollzeiterwerbstätig,Verheiratet,1968,Deutschland,Männlich,Hauptschulabschluss,Deutschland,1500 bis unter 1700 €,1500 bis unter 1700 €,3,GESIS
2911,Beruflich-betriebliche Berufsausbildung,Missing by filter,Nicht erwerbstätig,Verheiratet,1980,Deutschland,Weiblich,Realschulabschluss,Deutschland,Item nonresponse,Weiß nicht,4,GESIS
2912,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Teilzeiterwerbstätig,Geschieden,1959,Deutschland,Weiblich,Realschulabschluss,Deutschland,1700 bis unter 2000 €,1700 bis unter 2000 €,3,GESIS
2913,"Kein beruflicher Abschluss, nicht beruflicher Ausbildung",Angestellte(r),Teilzeiterwerbstätig,Ledig,1989,Deutschland,Weiblich,Realschulabschluss,Deutschland,Missing by filter,500 bis unter 700 €,1,GESIS
2914,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Teilzeiterwerbstätig,Verheiratet,1976,Deutschland,Weiblich,Hochschulabschluss,Deutschland,3200 bis unter 4000 €,700 bis unter 900 €,4,GESIS
2915,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Vollzeiterwerbstätig,Verheiratet,1973,Deutschland,Männlich,Realschulabschluss,Deutschland,3200 bis unter 4000 €,2600 bis unter 3200 €,5 und mehr,GESIS
2916,Universitätsabschluss,Missing by filter,Nicht erwerbstätig,Geschieden,1952,Deutschland,Weiblich,Abitur,Deutschland,Missing by filter,900 bis unter 1100 €,1,GESIS
2917,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Vollzeiterwerbstätig,Verheiratet,1963,Andere,Männlich,Abitur,Andere,Missing by filter,Item nonresponse,2,GESIS
2918,"Schüler/-in an berufsorientiertre Aufbau-, Fachschule o. Ä.",Missing by filter,Nicht erwerbstätig,Ledig,1993,Andere,Weiblich,Hochschulabschluss,Andere,3200 bis unter 4000 €,500 bis unter 700 €,5 und mehr,GESIS
2919,"Kein beruflicher Abschluss, nicht beruflicher Ausbildung",Angestellte(r),Vollzeiterwerbstätig,Verheiratet,1966,Deutschland,Männlich,Abitur,Deutschland,3200 bis unter 4000 €,2600 bis unter 3200 €,5 und mehr,GESIS
2920,Fachhochschulabschluss,Angestellte(r),Vollzeiterwerbstätig,Ledig,1991,Deutschland,Weiblich,Abitur,Deutschland,Missing by filter,2600 bis unter 3200 €,1,GESIS
2921,Student/-in,Missing by filter,Nicht erwerbstätig,Ledig,1994,Deutschland,Weiblich,Abitur,Deutschland,4000 bis unter 5000 €,Kein eigenes Einkommen,4,GESIS
2922,"Kein beruflicher Abschluss, nicht beruflicher Ausbildung",Item nonresponse,Nicht erwerbstätig,Ledig,1993,Deutschland,Männlich,Hochschulabschluss,Deutschland,2000 bis unter 2300 €,unter 300 €,4,GESIS
2923,Universitätsabschluss,Selbstständiger,Teilzeiterwerbstätig,Verheiratet,1979,Deutschland,Weiblich,Abitur,Deutschland,4000 bis unter 5000 €,2000 bis unter 2300 €,3,GESIS
2924,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Vollzeiterwerbstätig,Ledig,1983,Deutschland,Männlich,Hauptschulabschluss,Deutschland,1700 bis unter 2000 €,900 bis unter 1100 €,4,GESIS
2925,"Kein beruflicher Abschluss, nicht beruflicher Ausbildung",Arbeiter/-in,Vollzeiterwerbstätig,Verheiratet,1956,Andere,Weiblich,Andere,Deutschland,2000 bis unter 2300 €,700 bis unter 900 €,2,GESIS
2926,"Ausbildung an Fach-, Meister-, Technikerschule,Berufs- oder Fachakademie",Selbstständiger,Vollzeiterwerbstätig,Verheiratet,1966,Deutschland,Weiblich,Realschulabschluss,Deutschland,2300 bis unter 2600 €,700 bis unter 900 €,3,GESIS
2927,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Teilzeiterwerbstätig,Verheiratet,1980,Deutschland,Weiblich,Abitur,Deutschland,3200 bis unter 4000 €,1700 bis unter 2000 €,4,GESIS
2928,Beruflich-betriebliche Berufsausbildung,Missing by filter,Vollzeiterwerbstätig,Ledig,1984,Andere,Männlich,Hochschulabschluss,Deutschland,Item nonresponse,500 bis unter 700 €,2,GESIS
2929,Beruflich-betriebliche Berufsausbildung,Arbeiter/-in,Vollzeiterwerbstätig,Verheiratet,1976,Deutschland,Männlich,Realschulabschluss,Deutschland,3200 bis unter 4000 €,2600 bis unter 3200 €,4,GESIS
2930,Universitätsabschluss,Angestellte(r),Teilzeiterwerbstätig,Verheiratet,1966,Deutschland,Weiblich,Abitur,Deutschland,2300 bis unter 2600 €,1700 bis unter 2000 €,4,GESIS
2931,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Vollzeiterwerbstätig,Ledig,1979,Deutschland,Männlich,Realschulabschluss,Deutschland,3200 bis unter 4000 €,2000 bis unter 2300 €,2,GESIS
2932,Noch in beruflicher Ausbildung,Ausbildung,Vollzeiterwerbstätig,Ledig,1992,Deutschland,Männlich,Hauptschulabschluss,Deutschland,1100 bis unter 1300 €,300 bis unter 500 €,3,GESIS
2933,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Vollzeiterwerbstätig,Verheiratet,1957,Deutschland,Weiblich,Realschulabschluss,Deutschland,Missing by filter,Item nonresponse,2,GESIS
2934,Noch in beruflicher Ausbildung,Angestellte(r),Vollzeiterwerbstätig,Ledig,1994,Deutschland,Männlich,Realschulabschluss,Deutschland,3200 bis unter 4000 €,900 bis unter 1100 €,4,GESIS
2935,Noch in beruflicher Ausbildung,Missing by filter,Nicht erwerbstätig,Ledig,1993,Deutschland,Weiblich,Abitur,Deutschland,700 € und weniger,unter 300 €,4,GESIS
2936,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Teilzeiterwerbstätig,Geschieden,1964,Deutschland,Weiblich,Realschulabschluss,Deutschland,1700 bis unter 2000 €,1500 bis unter 1700 €,2,GESIS
2937,Ausbildung an Fachschule der DDR,Angestellte(r),Vollzeiterwerbstätig,Geschieden,1959,Deutschland,Weiblich,Abitur,Deutschland,3200 bis unter 4000 €,2300 bis unter 2600 €,2,GESIS
2938,Noch in beruflicher Ausbildung,Ausbildung,Vollzeiterwerbstätig,Ledig,nan,Deutschland,Männlich,Realschulabschluss,Deutschland,Missing by filter,Item nonresponse,Item nonresponse,GESIS
2939,"Kein beruflicher Abschluss, nicht beruflicher Ausbildung",Missing by filter,Nicht erwerbstätig,Verheiratet,1959,Deutschland,Weiblich,Hauptschulabschluss,Deutschland,900 bis unter 1100 €,unter 300 €,4,GESIS
2940,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Vollzeiterwerbstätig,Verheiratet,1970,Deutschland,Männlich,Realschulabschluss,Andere,1100 bis unter 1300 €,1100 bis unter 1300 €,5 und mehr,GESIS
2941,Fachhochschulabschluss,Angestellte(r),Vollzeiterwerbstätig,Geschieden,1972,Andere,Weiblich,Realschulabschluss,Deutschland,2600 bis unter 3200 €,1300 bis unter 1500 €,5 und mehr,GESIS
2942,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Teilzeiterwerbstätig,Verheiratet,1962,Deutschland,Weiblich,Hauptschulabschluss,Deutschland,2600 bis unter 3200 €,700 bis unter 900 €,4,GESIS
2943,Beruflich-betriebliche Berufsausbildung,Arbeiter/-in,Vollzeiterwerbstätig,Verheiratet,1955,Deutschland,Männlich,Hauptschulabschluss,Deutschland,2600 bis unter 3200 €,2000 bis unter 2300 €,2,GESIS
2944,Fachhochschulabschluss,Angestellte(r),Vollzeiterwerbstätig,Geschieden,1984,Andere,Männlich,Hochschulabschluss,Deutschland,Missing by filter,1300 bis unter 1500 €,1,GESIS
2945,"Kein beruflicher Abschluss, nicht beruflicher Ausbildung",Missing by filter,Nicht erwerbstätig,Verheiratet,1968,Andere,Weiblich,Hauptschulabschluss,Andere,Weiß nicht,Kein eigenes Einkommen,3,GESIS
2946,Beruflich-betriebliche Berufsausbildung,Missing by filter,Vollzeiterwerbstätig,Ledig,1990,Deutschland,Weiblich,Hochschulabschluss,Deutschland,1700 bis unter 2000 €,1700 bis unter 2000 €,2,GESIS
2947,Beruflich-betriebliche Berufsausbildung,Arbeiter/-in,Vollzeiterwerbstätig,Ledig,1979,Deutschland,Männlich,Andere,Deutschland,Missing by filter,2000 bis unter 2300 €,1,GESIS
2948,Universitätsabschluss,Missing by filter,Nicht erwerbstätig,Verheiratet,1957,Deutschland,Weiblich,Abitur,Deutschland,3200 bis unter 4000 €,Kein eigenes Einkommen,3,GESIS
2949,Beruflich-schulische Ausbildung,Arbeiter/-in,Teilzeiterwerbstätig,Geschieden,1956,Andere,Weiblich,Realschulabschluss,Deutschland,Missing by filter,700 bis unter 900 €,1,GESIS
2950,Fachhochschulabschluss,"Beamter/-in, Richter/-in, Berufssoldat/-in",Vollzeiterwerbstätig,Verheiratet,1979,Deutschland,Weiblich,Abitur,Deutschland,6000 € und mehr,2600 bis unter 3200 €,4,GESIS
2951,"Ausbildung an Fach-, Meister-, Technikerschule,Berufs- oder Fachakademie",Selbstständiger Landwirt/-in,Vollzeiterwerbstätig,Ledig,1980,Deutschland,Weiblich,Realschulabschluss,Deutschland,Missing by filter,Item nonresponse,2,GESIS
2952,Beruflich-betriebliche Berufsausbildung,Missing by filter,Nicht erwerbstätig,Ledig,1990,Deutschland,Weiblich,Hauptschulabschluss,Deutschland,700 bis unter 900 €,500 bis unter 700 €,3,GESIS
2953,Beruflich-betriebliche Berufsausbildung,Arbeiter/-in,Vollzeiterwerbstätig,Verheiratet,1961,Deutschland,Männlich,Hauptschulabschluss,Deutschland,Missing by filter,Item nonresponse,4,GESIS
2954,Beruflich-betriebliche Berufsausbildung,Arbeiter/-in,Vollzeiterwerbstätig,Ledig,1985,Andere,Männlich,Realschulabschluss,Andere,Missing by filter,1500 bis unter 1700 €,1,GESIS
2955,"Kein beruflicher Abschluss, nicht beruflicher Ausbildung",Missing by filter,Nicht erwerbstätig,Verheiratet,1952,Andere,Weiblich,Andere,Andere,1700 bis unter 2000 €,unter 300 €,2,GESIS
2956,Beruflich-betriebliche Berufsausbildung,Missing by filter,Nicht erwerbstätig,Verheiratet,1948,Deutschland,Weiblich,Realschulabschluss,Deutschland,2600 bis unter 3200 €,2300 bis unter 2600 €,2,GESIS
2957,Beruflich-betriebliche Berufsausbildung,Missing by filter,Nicht erwerbstätig,Ledig,1952,Deutschland,Männlich,Realschulabschluss,Deutschland,Missing by filter,300 bis unter 500 €,1,GESIS
2958,Beruflich-betriebliche Berufsausbildung,Arbeiter/-in,Vollzeiterwerbstätig,Ledig,1965,Deutschland,Männlich,Realschulabschluss,Deutschland,3200 bis unter 4000 €,1500 bis unter 1700 €,3,GESIS
2959,Fachhochschulabschluss,Selbstständiger,Teilzeiterwerbstätig,Verheiratet,1963,Deutschland,Weiblich,Abitur,Deutschland,5000 bis unter 6000 €,2300 bis unter 2600 €,3,GESIS
2960,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Vollzeiterwerbstätig,Verheiratet,1953,Deutschland,Männlich,Realschulabschluss,Deutschland,5000 bis unter 6000 €,3200 bis unter 4000 €,2,GESIS
2961,Beruflich-betriebliche Berufsausbildung,Missing by filter,Nicht erwerbstätig,Ledig,1991,Deutschland,Weiblich,Abitur,Deutschland,4000 bis unter 5000 €,500 bis unter 700 €,4,GESIS
2962,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Vollzeiterwerbstätig,Ledig,1984,Deutschland,Weiblich,Realschulabschluss,Deutschland,Missing by filter,1300 bis unter 1500 €,1,GESIS
2963,Universitätsabschluss,Angestellte(r),Vollzeiterwerbstätig,Verheiratet,1978,Deutschland,Männlich,Abitur,Deutschland,Missing by filter,Item nonresponse,2,GESIS
2964,Noch in beruflicher Ausbildung,Missing by filter,Vollzeiterwerbstätig,Ledig,1991,Deutschland,Weiblich,Realschulabschluss,Deutschland,1700 bis unter 2000 €,1700 bis unter 2000 €,3,GESIS
2965,Beruflich-betriebliche Berufsausbildung,Arbeiter/-in,Vollzeiterwerbstätig,Ledig,1987,Deutschland,Männlich,Hauptschulabschluss,Deutschland,1700 bis unter 2000 €,1100 bis unter 1300 €,2,GESIS
2966,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Teilzeiterwerbstätig,Verheiratet,1965,Deutschland,Weiblich,Hauptschulabschluss,Deutschland,4000 bis unter 5000 €,1300 bis unter 1500 €,3,GESIS
2967,Beruflich-betriebliche Berufsausbildung,Missing by filter,Nicht erwerbstätig,Geschieden,1945,Deutschland,Weiblich,Realschulabschluss,Deutschland,Missing by filter,900 bis unter 1100 €,1,GESIS
2968,"Kein beruflicher Abschluss, nicht beruflicher Ausbildung",Arbeiter/-in,Vollzeiterwerbstätig,Verheiratet,1971,Andere,Männlich,Andere,Andere,1700 bis unter 2000 €,1700 bis unter 2000 €,3,GESIS
2969,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Teilzeiterwerbstätig,Geschieden,1973,Deutschland,Weiblich,Realschulabschluss,Deutschland,Missing by filter,Item nonresponse,4,GESIS
2970,Fachhochschulabschluss,Missing by filter,Nicht erwerbstätig,Geschieden,1968,Andere,Weiblich,Abitur,Andere,700 bis unter 900 €,700 bis unter 900 €,2,GESIS
2971,Beruflich-betriebliche Berufsausbildung,Arbeiter/-in,Vollzeiterwerbstätig,Verheiratet,1979,Andere,Männlich,Realschulabschluss,Deutschland,2600 bis unter 3200 €,2300 bis unter 2600 €,4,GESIS
2972,Noch in beruflicher Ausbildung,Missing by filter,Vollzeiterwerbstätig,Ledig,1995,Deutschland,Weiblich,Realschulabschluss,Deutschland,Item nonresponse,500 bis unter 700 €,3,GESIS
2973,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Teilzeiterwerbstätig,Verheiratet,1957,Deutschland,Weiblich,Realschulabschluss,Deutschland,2600 bis unter 3200 €,1100 bis unter 1300 €,3,GESIS
2974,Beruflich-betriebliche Berufsausbildung,Missing by filter,Nicht erwerbstätig,Verheiratet,1954,Deutschland,Männlich,Hauptschulabschluss,Deutschland,2600 bis unter 3200 €,3200 bis unter 4000 €,3,GESIS
2975,Beruflich-betriebliche Berufsausbildung,Missing by filter,Nicht erwerbstätig,Ledig,1965,Deutschland,Männlich,Realschulabschluss,Deutschland,2000 bis unter 2300 €,700 bis unter 900 €,2,GESIS
2976,Beruflich-betriebliche Berufsausbildung,Missing by filter,Vollzeiterwerbstätig,Ledig,nan,Deutschland,Männlich,Realschulabschluss,Deutschland,Missing by filter,Item nonresponse,Item nonresponse,GESIS
2977,Beruflich-schulische Ausbildung,Angestellte(r),Teilzeiterwerbstätig,Verheiratet,1977,Deutschland,Weiblich,Realschulabschluss,Deutschland,5000 bis unter 6000 €,700 bis unter 900 €,4,GESIS
2978,"Ausbildung an Fach-, Meister-, Technikerschule,Berufs- oder Fachakademie",Missing by filter,Nicht erwerbstätig,Verheiratet,1943,Deutschland,Männlich,Realschulabschluss,Deutschland,1700 bis unter 2000 €,900 bis unter 1100 €,2,GESIS
2979,Beruflich-betriebliche Berufsausbildung,Arbeiter/-in,Teilzeiterwerbstätig,Geschieden,1960,Andere,Weiblich,Hauptschulabschluss,Deutschland,Missing by filter,900 bis unter 1100 €,1,GESIS
2980,"Ausbildung an Fach-, Meister-, Technikerschule,Berufs- oder Fachakademie","Beamter/-in, Richter/-in, Berufssoldat/-in",Vollzeiterwerbstätig,Verheiratet,1965,Deutschland,Männlich,Realschulabschluss,Deutschland,5000 bis unter 6000 €,3200 bis unter 4000 €,3,GESIS
2981,Beruflich-betriebliche Berufsausbildung,Arbeiter/-in,Teilzeiterwerbstätig,Ledig,1973,Deutschland,Weiblich,Realschulabschluss,Deutschland,2600 bis unter 3200 €,900 bis unter 1100 €,4,GESIS
2982,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Vollzeiterwerbstätig,Geschieden,1967,Andere,Männlich,Realschulabschluss,Andere,Item nonresponse,Kein eigenes Einkommen,2,GESIS
2983,"Kein beruflicher Abschluss, nicht beruflicher Ausbildung",Missing by filter,Nicht erwerbstätig,Verheiratet,1944,Deutschland,Weiblich,Realschulabschluss,Deutschland,Missing by filter,Item nonresponse,2,GESIS
2984,Universitätsabschluss,"Beamter/-in, Richter/-in, Berufssoldat/-in",Vollzeiterwerbstätig,Ledig,1980,Deutschland,Weiblich,Abitur,Deutschland,Missing by filter,Item nonresponse,1,GESIS
2985,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Teilzeiterwerbstätig,Verheiratet,1965,Deutschland,Weiblich,Realschulabschluss,Deutschland,2600 bis unter 3200 €,300 bis unter 500 €,4,GESIS
2986,Noch in beruflicher Ausbildung,Angestellte(r),Teilzeiterwerbstätig,Geschieden,1986,Deutschland,Weiblich,Hochschulabschluss,Deutschland,1500 bis unter 1700 €,1500 bis unter 1700 €,3,GESIS
