"case","serial","ref","questnnr","mode","started","am01","am02_01","am02_02","am03_01","am03_02","am04","am05","am06","am07","am08","am08_01","am08_02","am08_03","am08_04","am08_05","am08_06","am08_07","am08_08","am08_09","am08_11","am08_12","am08_13","am08_10","am08_10a","am09","am09_01","am09_02","am09_03","am09_04","am09_05","am09_06","am09_07","am09_08","am09_09","am09_11","am09_12","am09_10","am09_10a","am10","am10_01","am10_02","am10_03","am10_04","am10_05","am10_06","am10_07","am10_07a","am11","am11_05","am12","am13","am13_01","am13_02","am13_03","am13_04","am13_05","am13_06","am13_07","am13_08","am14","am14_09","am15","am15_12","am17","am17_01","am17_02","am17_03","am17_04","am17_05","am17_06","am17_07","am17_12","am17_08","am17_09","am17_10","am17_11","am18","am19","am20_01","am22","am23","am24","am24_02","am25","am25_02","am27","am29","am30","gh02_01","gh03_01","gh03_02","gh03_03","gh03_04","gh03_05","gh03_06","gh03_07","gh03_08","gh03_09","gh03_10","gh03_11","gh03_12","gh03_13","gh04_01","gh05_01","gh06_01","gh07_01","gh08_01","gh08_02","gh08_03","gh09_01","gh09_02","gh10_01","gh11_01","gh11_02","gh12_01","lo01_01","lo01_02","lo01_03","lo01_04","lo01_05","lo01_06","lo01_07","lo01_08","lo01_09","lo01_10","so01_01","so02_01","sw02_01","sw02_02","sw02_03","sw02_04","sw02_05","sw02_06","sw02_07","sw02_08","sw02_09","sw02_10","ie01_01","ie01_02","ie01_03","ie01_04","os02","os03","os04","br01_01","br01_02","br01_03","br01_04","br01_05","br01_06","pt02_01","pt02_02","pt02_03","pt02_04","pt02_05","pt01_01","pt01_02","pt01_03","pt01_04","pt01_05","pt06_01","pt03_01","pt05_01","pt04","rc01_01","rc02_01","time001","time002","time003","time004","time005","time006","time007","time008","time009","time010","time011","time012","time013","time014","time015","time016","time017","time018","time019","time020","time021","time022","time023","time024","time025","time026","time_sum","mailsent","lastdata","finished","q_viewer","lastpage","maxpage","missing","missrel","time_rsi","deg_time","kuerzel","geburtsdatum","geschlecht","gruppe","fall","gbs_code","runde2","fall_runde2","runde1","vollstaendig","nurwelle2","welle2","welle"
354,"UTKDPCNLZ7",NA,"Resilienz_und_politische_Teilhabe03","interview",2017-09-20 08:32:12,"weiblich",1954-12-30,62,173,90,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Realschulabschluss (Mittlere Reife)",NA,"Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eins","Nein",45,"Angestellte(r)","Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen","mehrere Personen, und zwar:",2,"mehrere Personen, und zwar:",2,"5 500	 bis unter	6 000 Euro","4 500	 bis unter	5 000 Euro","Gesünder/ weniger oft krank",2,4,3,4,3,4,4,4,3,4,4,4,4,4,3,2,3,3,3,3,3,1,1,1,1,1,1,5,5,2,5,5,4,2,5,1,5,6,2,3,3,4,3,3,4,4,3,3,3,4,4,2,2,"3 - 5","viel Anteilnahme und Interesse","einfach",4,2,1,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"URLE54",NA,26,1448,37,8,NA,13,NA,26,10,NA,29,43,64,103,22,165,94,14,16,72,38,32,52,11,NA,NA,927,NA,2017-09-20 09:11:16,TRUE,FALSE,24,24,0,0,0.81,1,"URLE54",1954-12-30,"weiblich","NULL",354,"GBS-28787","JA",756,1,NA,NA,FALSE,"Welle 1"
756,"UTKDPCNLZ7",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-09 08:23:13,"weiblich",NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Realschulabschluss (Mittlere Reife)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 500	 bis unter	5 000 Euro",NA,2,4,4,4,3,3,4,4,4,4,4,4,4,4,3,2,3,3,3,3,3,1,1,1,1,1,1,5,5,2,5,5,3,2,5,1,5,6,2,3,4,3,4,3,3,4,3,3,3,5,5,2,2,"3 - 5","viel Anteilnahme und Interesse","einfach",4,1,4,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,TRUE,NA,"URLE54",22,46,197,93,13,7,67,27,32,69,11,8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,606,NA,2017-10-09 08:33:19,TRUE,FALSE,13,13,0,0,0.89,1,"URLE54",1954-12-30,"weiblich","NULL",354,"GBS-28787","JA",756,1,NA,NA,TRUE,"Welle 2"
233,"UWFUSXZSZ1",NA,"Resilienz_und_politische_Teilhabe01","interview",2017-09-17 14:21:44,"weiblich",1975-07-28,42,163,55,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eins","Nein",38,"Angestellte(r)","Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen","mehrere Personen, und zwar:",3,"mehrere Personen, und zwar:",2,"5 500	 bis unter	6 000 Euro","2 750	 bis unter 	3 000 Euro","Gesünder/ weniger oft krank",2,3,3,3,3,3,4,3,2,3,4,4,3,2,3,1,3,3,3,3,3,1,1,1,1,1,1,4,3,2,4,4,2,1,4,1,5,6,2,4,3,3,3,2,3,4,3,3,4,4,5,2,2,"3 - 5","viel Anteilnahme und Interesse","möglich",4,2,3,3,4,2,1,3,3,4,2,NA,NA,NA,NA,NA,NA,5,NA,NA,"SORO75",NA,15,36,42,5,NA,7,NA,21,8,NA,12,27,33,66,16,176,97,10,12,67,22,36,40,63,9,NA,820,NA,2017-09-17 14:35:24,TRUE,FALSE,25,25,0,0,1.22,12,"SORO75",1975-07-28,"weiblich","POSITIV",233,"GBS-19797","JA",798,1,NA,NA,FALSE,"Welle 1"
798,"UWFUSXZSZ1",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-09 15:56:33,"weiblich",NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 750	 bis unter 	3 000 Euro",NA,2,3,3,3,4,4,4,3,3,4,4,4,4,4,3,2,3,3,3,3,3,1,1,1,1,1,1,5,3,2,4,5,3,1,4,1,4,6,2,3,3,3,3,3,3,3,3,3,3,4,4,2,2,"3 - 5","viel Anteilnahme und Interesse","möglich",4,2,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,TRUE,NA,"SORO75",8,41,154,77,12,9,63,18,25,38,12,6,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477,NA,2017-10-09 16:04:30,TRUE,FALSE,13,13,0,0,1.11,8,"SORO75",1975-07-28,"weiblich","POSITIV",233,"GBS-19797","JA",798,1,NA,NA,TRUE,"Welle 2"
560,"UZ1HDPH48H",NA,"Resilienz_und_politische_Teilhabe05","interview",2017-10-07 16:58:51,"männlich",1993-08-06,24,191,69,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Ja",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",NA,"Noch in beruflicher Ausbildung (Berufsvorbereitungsjahr, Auszubildende/r, Praktikant/-in, Student/-in)",NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Nicht abhängig beschäftigt","Nein",30,"keine passende Angabe","Ledig","[NA] Keine Angabe",NA,"[NA] Keine Angabe",NA,"Angabe verweigert","kein eigenes Einkommen","Gleich gesund/ gleichhäufig krank",2,3,3,3,4,4,4,3,4,4,4,4,3,4,3,3,3,2,3,3,3,2,1,1,1,1,1,4,4,1,4,5,2,1,5,1,4,5,2,3,3,3,2,-1,3,3,3,3,3,3,5,2,1,"6 oder mehr","sehr viel Anteilnahme und Interesse","einfach",4,3,2,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,TRUE,"BENO93",NA,83,46,26,4,NA,3,NA,13,12,6,6,103,100,121,7,332,33,8,5,34,20,30,21,7,4,13,1037,NA,2017-10-07 17:16:08,TRUE,FALSE,26,26,0,0,1.46,29,"BENO93",1993-08-06,"männlich","NULL",560,"GBS-06637",NA,NA,NA,"JA",1,TRUE,"Welle 2"
876,"UZ51TENMWQ",NA,"Resilienz_und_politische_Teilhabe05","interview",2017-10-10 21:04:34,"weiblich",1963-08-02,54,167,75,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abschluss Polytechnische Oberschule 10. Klasse (vor 1965: 8. Klasse)",NA,"Ausbildung an einer Fach-, Meister-, Technikerschule, Berufs- oder Fachakademie abgeschlossen",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Nicht abhängig beschäftigt","Ja",40,"Selbstständige (im Handel, im Gastgewerbe, im Handwerk, in der Industrie, der Dienstleistung, auch Ich-AG oder Produktionsgenossenschaft des Handwerks (PGH)-Mitglied)","Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen","mehrere Personen, und zwar:",4,"mehrere Personen, und zwar:",2,"3 000	 bis unter 	3 250 Euro","1 500	 bis unter	1 750 Euro","Gleich gesund/ gleichhäufig krank",1,2,3,3,3,3,4,3,3,3,3,3,3,3,4,1,4,4,3,4,4,2,1,2,2,2,1,3,3,2,3,4,3,2,4,2,4,5,3,3,3,3,3,3,3,3,3,3,3,4,4,2,3,"1 - 2","viel Anteilnahme und Interesse","möglich",2,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,TRUE,"LIRA63",NA,67,62,82,8,NA,12,NA,35,6,NA,70,94,65,164,33,280,166,19,18,95,46,62,89,25,8,15,1458,NA,2017-10-10 21:29:55,TRUE,FALSE,26,26,0,0,0.63,1,"LIRA63",1963-08-02,"weiblich","NULL",876,"GBS-11163",NA,NA,NA,"JA",1,TRUE,"Welle 2"
177,"UZNS6NLFAA",NA,"Resilienz_und_politische_Teilhabe03","interview",2017-09-16 08:18:22,"männlich",1981-10-06,35,185,81,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,"Fachhochschulabschluss (z. B. Diplom, Master)",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eins","Nein",35,"Angestellte(r)","In eingetragener Lebenspartnerschaft zusammenlebend (gleichgeschlechtlich)","mehrere Personen, und zwar:",2,"mehrere Personen, und zwar:",2,"7 500 	 bis unter 	10 000 Euro","3 500	 bis unter 	3 750 Euro","Gleich gesund/ gleichhäufig krank",2,4,4,3,3,4,4,3,3,4,4,4,4,4,3,2,3,3,3,3,3,1,1,1,1,1,1,4,5,2,5,5,3,2,2,3,5,6,2,3,3,3,3,4,3,3,3,3,3,5,5,2,1,"3 - 5","viel Anteilnahme und Interesse","sehr einfach",4,2,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"SVMA81",NA,33,45,22,5,NA,3,NA,16,8,NA,14,37,29,93,26,157,57,9,14,50,25,20,40,7,NA,NA,710,NA,2017-09-16 08:30:12,TRUE,FALSE,24,24,0,0,1.25,15,"SVMA81",1981-10-06,"männlich","NULL",177,"GBS-25928","JA",1034,1,NA,NA,FALSE,"Welle 1"
1034,"UZNS6NLFAA",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-21 09:28:30,"männlich",NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 500	 bis unter 	3 750 Euro",NA,2,3,3,2,2,3,4,4,4,3,4,4,4,4,3,2,3,3,4,4,4,1,1,1,1,1,1,4,4,2,5,5,4,2,4,3,4,6,2,3,3,4,4,4,3,3,4,3,3,5,5,2,2,"3 - 5","sehr viel Anteilnahme und Interesse","sehr einfach",4,5,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,TRUE,NA,"SVMA81",6,20,119,89,5,4,59,23,16,31,10,6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,NA,2017-10-21 09:35:15,TRUE,FALSE,13,13,0,0,1.48,25,"SVMA81",1981-10-06,"männlich","NULL",177,"GBS-25928","JA",1034,1,NA,NA,TRUE,"Welle 2"
1094,"V28FC2DP5D",NA,"Resilienz_und_politische_Teilhabe05","interview",2017-10-30 13:02:05,"männlich",1985-09-09,32,170,63,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eins","Nein",40,"Angestellte(r)","Ledig","eine Person",NA,"eine Person",NA,"2 000	 bis unter	2 250 Euro","2 000	 bis unter	2 250 Euro","Weniger gesund/häufiger krank",2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,3,3,3,1,1,1,1,1,1,5,4,2,5,5,3,2,5,1,5,6,2,3,3,3,3,3,3,4,4,3,3,5,4,1,1,"3 - 5","weder viel noch wenig","möglich",5,1,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,TRUE,"CRWR85",NA,3630,39,26,6,NA,4,NA,19,8,NA,29,36,68,154,7,159,66,9,6,57,29,76,33,10,5,11,880,NA,2017-10-30 14:16:52,TRUE,FALSE,26,26,0,0,1.13,13,"CRWR85",1985-09-09,"männlich","NULL",1094,"GBS-10114",NA,NA,NA,"JA",1,TRUE,"Welle 2"
507,"V8BLSRDPSG",NA,"Resilienz_und_politische_Teilhabe01","interview",2017-09-23 07:46:12,"weiblich",1994-12-28,22,165,62,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",NA,"Noch in beruflicher Ausbildung (Berufsvorbereitungsjahr, Auszubildende/r, Praktikant/-in, Student/-in)",NA,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Nicht abhängig beschäftigt","Nein",0,"keine passende Angabe","Ledig","mehrere Personen, und zwar:",2,"mehrere Personen, und zwar:",2,"801	 bis unter 	1 000 Euro","401 	 bis unter 500 Euro","Gleich gesund/ gleichhäufig krank",1,3,3,4,4,3,4,4,4,3,3,4,4,3,3,2,3,3,3,3,4,1,1,1,1,1,1,3,3,3,4,5,3,2,4,3,5,5,2,3,3,3,3,3,2,3,2,3,3,4,5,2,3,"6 oder mehr","viel Anteilnahme und Interesse","einfach",5,3,5,1,3,2,1,3,3,2,2,NA,NA,NA,NA,NA,NA,5,NA,NA,"VAMI94",NA,30,46,30,8,NA,11,NA,24,9,NA,23,70,35,242,22,167,80,10,12,50,23,35,46,50,8,NA,869,NA,2017-09-23 08:03:24,TRUE,FALSE,25,25,0,0,1.05,8,"VAMI94",1994-12-28,"weiblich","POSITIV",507,"GBS-20714","JA",1009,1,NA,NA,FALSE,"Welle 1"
1009,"V8BLSRDPSG",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-19 12:08:01,"weiblich",NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"401 	 bis unter 500 Euro",NA,3,4,4,2,4,3,4,4,4,4,4,4,4,4,3,2,3,3,4,3,4,2,1,1,1,1,1,4,4,3,4,5,3,2,4,1,5,5,2,3,4,3,3,4,2,4,3,3,3,4,5,1,2,"6 oder mehr","viel Anteilnahme und Interesse","einfach",5,2,5,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,TRUE,NA,"VAMI94",10,30,136,60,10,11,61,25,22,49,12,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449,NA,2017-10-19 12:15:31,TRUE,FALSE,13,13,0,0,1.11,8,"VAMI94",1994-12-28,"weiblich","POSITIV",507,"GBS-20714","JA",1009,1,NA,NA,TRUE,"Welle 2"
301,"V8QQFHLFXF",NA,"Resilienz_und_politische_Teilhabe02","interview",2017-09-19 16:47:41,"männlich",1971-04-10,46,183,105,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Japanisch",1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fachhochschulreife (Abschluss einer Fachoberschule)",NA,"Keinen beruflichen Abschluss und bin nicht in beruflicher Ausbildung",NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Nicht abhängig beschäftigt","Nein",40,"keine passende Angabe","Ledig","mehrere Personen, und zwar:",2,"mehrere Personen, und zwar:",2,"6 000	 bis unter 	7 500 Euro","1 750 	 bis unter	2 000 Euro","Gleich gesund/ gleichhäufig krank",3,3,2,2,2,2,4,2,2,2,3,3,2,3,3,2,3,2,2,3,3,2,2,3,2,2,3,3,4,3,3,4,3,3,3,3,3,5,4,3,3,2,2,3,2,3,3,2,2,3,3,4,3,"1 - 2","weder viel noch wenig","möglich",4,3,4,3,3,3,NA,NA,NA,NA,NA,4,3,3,4,4,NA,5,NA,NA,"ALSE71",NA,5,33,20,4,NA,3,NA,23,7,NA,9,22,24,54,6,90,42,6,4,37,16,16,25,23,6,NA,475,NA,2017-09-19 16:55:37,TRUE,FALSE,25,25,0,0,1.93,52,"ALSE71",1971-04-10,"männlich","NEGATIV",301,"GBS-06055","JA",672,1,NA,NA,FALSE,"Welle 1"
672,"V8QQFHLFXF",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-08 11:41:04,"männlich",NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fachhochschulreife (Abschluss einer Fachoberschule)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 750 	 bis unter	2 000 Euro",NA,2,3,3,3,2,2,4,2,2,2,2,2,2,2,3,2,3,3,3,3,3,2,2,3,2,2,3,2,3,3,3,4,3,3,3,3,2,4,5,3,3,2,2,3,3,3,2,2,3,3,4,4,4,"3 - 5","viel Anteilnahme und Interesse","einfach",3,2,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,TRUE,NA,"ALSE71",4,13,113,71,7,5,42,14,285,29,9,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,NA,2017-10-08 11:51:06,TRUE,FALSE,13,13,0,0,1.68,38,"ALSE71",1971-04-10,"männlich","NEGATIV",301,"GBS-06055","JA",672,1,NA,NA,TRUE,"Welle 2"
168,"V9CDTL5RAN",NA,"Resilienz_und_politische_Teilhabe02","interview",2017-09-15 21:13:05,"männlich",1971-02-02,46,176,178,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eins","Nein",42,"Angestellte(r)","Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen","mehrere Personen, und zwar:",3,"mehrere Personen, und zwar:",2,"6 000	 bis unter 	7 500 Euro","3 000	 bis unter 	3 250 Euro","Gleich gesund/ gleichhäufig krank",3,4,4,2,4,4,4,4,4,4,4,4,4,4,2,2,3,3,3,3,3,1,1,1,1,1,1,4,5,1,4,5,3,1,2,1,1,6,3,3,3,2,3,4,4,4,3,3,3,4,5,2,2,"3 - 5","viel Anteilnahme und Interesse","einfach",4,2,5,1,5,1,NA,NA,NA,NA,NA,5,4,5,5,5,NA,5,NA,NA,"SABU71",NA,24,24,57,4,NA,4,NA,35,4,NA,14,17,43,70,12,137,83,11,12,55,51,31,46,46,7,NA,787,NA,2017-09-15 21:27:18,TRUE,FALSE,25,25,0,0,1.27,17,"SABU71",1971-02-02,"männlich","NEGATIV",168,"GBS-24239","JA",613,1,NA,NA,FALSE,"Welle 1"
613,"V9CDTL5RAN",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-07 20:51:30,"männlich",NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 000	 bis unter 	3 250 Euro",NA,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,3,3,3,1,1,1,1,1,1,4,5,1,1,1,5,5,1,5,1,2,1,3,4,3,3,4,3,4,4,3,3,4,4,2,1,"6 oder mehr","viel Anteilnahme und Interesse","einfach",4,1,1,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,TRUE,NA,"SABU71",11,39,188,67,4,4,94,48,61,107,10,4,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653,NA,2017-10-07 21:02:31,TRUE,FALSE,13,13,0,0,1.14,15,"SABU71",1971-02-02,"männlich","NEGATIV",168,"GBS-24239","JA",613,1,NA,NA,TRUE,"Welle 2"
